size Cd Cl
0.03125 2.1103303955944517 -0.012461305711612802
0.0369949494949495 1.534881623850092 -0.008777438986968965
0.04273989898989899 1.534881623850092 -0.008777438986968965
0.048484848484848485 1.7807962450441726 -0.009999390070606639
0.054229797979797975 1.5758183307478284 -0.012601840847769729
0.05997474747474747 1.31683717860088 -0.007360627818816563
0.06571969696969697 1.4346325177990698 -0.007788309155744823
0.07146464646464645 1.4346325177990698 -0.007788309155744823
0.07720959595959595 1.2753593693552165 -0.006294279252320537
0.08295454545454545 1.2733528471551945 -0.006366824723927173
0.08869949494949494 1.2764925187353096 -0.006763764617870956
0.09444444444444444 1.3663301386162021 -0.006109868225141376
0.10018939393939394 1.1722000241302868 -0.006266572300925988
0.10593434343434344 1.190676244603726 -0.006207613769099904
0.11167929292929292 1.2657862739137724 -0.0059633714850192985
0.11742424242424242 1.2721378481476582 -0.006351642516565991
0.12316919191919191 1.1461372837971902 -0.005406181069989429
0.12891414141414143 1.1691910103257328 -0.0058002164336731
0.1346590909090909 1.207648960868132 -0.005921800332284469
0.1404040404040404 1.2140665522154186 -0.00676713428468082
0.1461489898989899 1.1384941563665436 -0.005600518592143151
0.1518939393939394 1.1620509461760329 -0.005446963329533938
0.15763888888888888 1.2034065940865657 -0.005596782459464206
0.16338383838383838 1.119360492741276 -0.0054576345476411445
0.16912878787878788 1.1519290208502007 -0.0052057630684348485
0.17487373737373738 1.1805968191802372 -0.005410336859209845
0.18061868686868687 1.2103038638399002 -0.005308227582378955
0.18636363636363634 1.1365208988051694 -0.005239287067125072
0.19210858585858584 1.1734395822870582 -0.005301786768575784
0.19785353535353534 1.1727394648234917 -0.005537263929986976
0.20359848484848483 1.2467416629459314 -0.00530700108268782
0.20934343434343433 1.1709069209581846 -0.005123865661356878
0.21508838383838383 1.2153514140196962 -0.005116343160550303
0.22083333333333333 1.2419964822822642 -0.005101287121654785
0.22657828282828282 1.2337721804090926 -0.005918865887546976
0.23232323232323232 1.2296240403388514 -0.005197790922706874
0.23806818181818182 1.2528597727079727 -0.0051904805723259635
0.24381313131313131 1.264723245065563 -0.005421327270363083
0.24955808080808078 1.3288272239618057 -0.005712888814295907
0.25530303030303025 1.2439004997832206 -0.0054921938523570645
0.2610479797979798 1.3148768188428293 -0.005379900350401827
0.2667929292929293 1.3263849250587003 -0.005566695285023417
0.2725378787878788 1.279101756450357 -0.005643586400815901
0.27828282828282824 1.3474181234919764 -0.0055302886208257965
0.28402777777777777 1.365035295093307 -0.005690211177523809
0.28977272727272724 1.404078664693746 -0.005800274247714719
0.29551767676767676 1.3678634577055084 -0.005899157019244272
0.30126262626262623 1.39637858376105 -0.005965897091571098
0.30700757575757576 1.4633560747349201 -0.005638876851551447
0.3127525252525252 1.4912331528950848 -0.00593575269943166
0.31849747474747475 1.4519577465060611 -0.006243627781796219
0.3242424242424242 1.5041815542611745 -0.006090191010199085
0.32998737373737375 1.5482568533416554 -0.006290599898317499
0.3357323232323232 1.5650036609748308 -0.006728126198264248
0.3414772727272727 1.565093378027798 -0.006484587244346437
0.3472222222222222 1.6122014562924316 -0.006690462952171514
0.3529671717171717 1.6594935455929203 -0.0067633716969067404
0.3587121212121212 1.7070491723548096 -0.007276656769327812
0.3644570707070707 1.6736808224599187 -0.007128757697813505
0.3702020202020202 1.7297950664271764 -0.0071984226886473
0.37594696969696967 1.7955257914278273 -0.007296142863483629
0.3816919191919192 1.7335403503510782 -0.007738626905533186
0.38743686868686866 1.8287197260189856 -0.007893550971838099
0.3931818181818182 1.8744235881622742 -0.008038433207377946
0.39892676767676766 1.946187011697536 -0.008026604751261292
0.4046717171717171 1.9198291489346615 -0.008608753900800629
0.41041666666666665 1.960821863741387 -0.008836185556733139
0.4161616161616161 2.0620930090730663 -0.008802273376386779
0.42190656565656565 2.0993381912102604 -0.009583294805229058
0.4276515151515151 2.0841929714179317 -0.009682003940435975
0.43339646464646464 2.1911272558288237 -0.009743432944733194
0.4391414141414141 2.227796211094738 -0.010130651231200261
0.44488636363636364 2.3193257123871165 -0.010781984789356018
0.4506313131313131 2.319876438556917 -0.010835431410480531
0.45637626262626263 2.391405100104688 -0.011188616791413027
0.4621212121212121 2.5236325130375135 -0.011113141111083764
0.46786616161616157 2.4753309679320585 -0.011776579962317051
0.4736111111111111 2.5628090881904977 -0.012424430906938734
0.47935606060606056 2.675730517354384 -0.012568992048904498
0.4851010101010101 2.771889212677233 -0.012950379060329007
0.49084595959595956 2.799571657578963 -0.013477903066055525
0.4965909090909091 2.9061196996815513 -0.01409876393787251
0.5023358585858586 2.9981245419471194 -0.014634662904374984
0.5080808080808081 3.100626908547771 -0.014679493289716707
0.5138257575757575 3.1486465452034738 -0.015771391233241006
0.5195707070707071 3.23563799550992 -0.016350695500167968
0.5253156565656565 3.418439850059019 -0.016787921354377643
0.531060606060606 3.5384717116161455 -0.017794818431595645
0.5368055555555555 3.5650412508325102 -0.018199923904376445
0.5425505050505051 3.780276495079447 -0.018910435697095856
0.5482954545454545 3.881026088056822 -0.019317325827469208
0.554040404040404 4.097706030008831 -0.020478053109327873
0.5597853535353535 4.187016481574239 -0.021022382252127814
0.565530303030303 4.318516446463233 -0.022093218064153063
0.5712752525252525 4.651287575037964 -0.022275967889380098
0.577020202020202 4.6655744844723275 -0.02360288522337858
0.5827651515151515 4.958155161748752 -0.024665552560181513
0.5885101010101009 5.280806010617531 -0.025232197229700482
0.5942550505050505 5.467451984737864 -0.026105074196025396
0.6 5.732724633285598 -0.027499120933051225
